number,coformer1,coformer2
1355,CCOC(=O)[C@H]1CC(Br)=NN1c1ncccc1Cl,COc1cc(C(=O)O)ccc1O
1356,Nc1ccc(C(=O)O)c(O)c1,COC(=O)C[C@@H]1CC[C@@]2(O1)O[C@]1(OC(=O)c3c(OC)cc4c(c31)C(=O)c1c(O)cccc1C4=O)c1c(OC)cccc12
1357,Cc1cccc(C2=C(c3ccccc3)C(=O)O[C@@]2(O)c2ccccc2)n1,CC(C)(C)c1cc([C@@H](O)c2cn(-c3cc(C(C)(C)C)cc(C(C)(C)C)c3)nn2)cc(C(C)(C)C)c1
1358,O=C(O)CCCCCCC(=O)O,ClC(Cl)(Cl)[C@@H]1O[C@@H](C(Cl)(Cl)Cl)SC(Cl)(C(Cl)(Cl)Cl)S1
1359,O=C(N[C@@]1(Cc2ccccc2)C(=O)ON(Cc2ccccc2)[C@@H]1c1ccc(Cl)cc1)c1ccccc1,Nc1ccc(C(=O)O)cc1
1360,O=C(O)[C@H]1[C@H](C(=O)O)[C@H](C(=O)O)[C@H]1C(=O)O,Cn1c(=O)[nH]n([C@@H]2C=C[C@H]([C@@H]3CCCCCCC3=O)c3ccccc32)c1=O
1361,O=C(O)C(=O)O,Fc1c(F)c(I)c(F)c(F)c1I
1362,Oc1cc(O)cc(-c2c3ccccc3c(-c3cc(O)cc(O)c3)c3ccccc23)c1,O
1363,CCN(CC)[P@@]1(=O)NC(C(F)(F)F)(C(F)(F)F)C(=O)c2ccccc2O1,Nc1ncccn1
1364,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,Fc1c(F)c(I)c(F)c(F)c1I
1365,CCC[C@@H]1C=C(C(=O)c2ccc(OC)cc2)[C@@]2(C(=O)N(C)c3cc(Br)ccc32)C1(C#N)C#N,O
1366,Oc1ccc(O)cc1,C1=CSC(=C2SC=CS2)S1
1367,O=C1CCN2OC[C@@H]1C21CCCC1,CC(=O)Oc1ccccc1C(=O)O
1368,Cc1cc(=O)oc2c3c(ccc12)C[C@@H](Sc1ccccc1)[C@H](O)C3,Cn1c(=O)c2c(ncn2C)n(C)c1=O
1369,Cc1ccc([C@@H]2[C@@H](C(=O)O)Sc3ccccc3C(=O)N2c2ccc(Cl)cc2)cc1,[C-3]O
1370,O=C(O)CCCCCCCCC(=O)O,OC1(c2ccccc2-c2ccccc2C2(O)c3ccccc3-c3ccccc32)c2ccccc2-c2ccccc21
1371,CCOC(=O)Cn1cnc2c(N)ncnc21,Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F
1372,CC(=O)C1=NN(c2ccc(Br)cc2)[C@H]2N[C@@H]1N(c1ccc(Br)cc1)N=C2C(C)=O,CC(C)/C(=C1\S[C@@H]2C=C[C@H]1C2)c1ccccc1
1373,O=C(O)CCC(=O)O,O=C(O)CC(=O)O
1374,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,O=C1CC[C@@]2(OCC[C@@H]3C=CCC[C@@H]32)O1
1375,C[C@@H]1C[C@]23CC[C@H]4C(C)(C)CC[C@@H](O)[C@]4(C)C2=CC(=O)[C@H]1C3,Cc1ccc(S(=O)(=O)N[C@H](C(=O)c2ccc(Br)cc2)[C@H](NC(=O)C(Cl)Cl)c2ccccc2)cc1
1376,CC(=O)NS(=O)(=O)c1ccc(N)cc1,Oc1c(O)c(F)c(F)c(F)c1F
1377,O=C(NN=C(c1ccccc1)c1ccccc1)c1ccncc1,CCOC(=O)C1=C[C@H]2C=C[C@@H]1[C@@]13C(=O)[C@H]4[C@H]5CC(=O)[C@@]21[C@@H]1[C@H]5C[C@H]4[C@@H]13
1378,C[C@H](O)[C@]1(C)C([C@@H](C)O)=C([Si](C)(C)C)C(=O)[C@H]1[Si](C)(C)C,CC1(C)CC(=O)N2c3[nH]nc(-c4ccccc4)c3[C@@H](c3ccc(Br)cc3)C[C@@]2(O)C1
1379,[C-2]=P(c1ccccc1)(c1ccccc1)c1ccccc1,NC(=O)c1ccc(Br)cc1
1380,Nc1ccc(C(=O)O)c(O)c1,O=C(O)c1cc(O)cc(O)c1
1381,C[Si](C)(C)C1=CC[C@H]2CCCC[C@]3(O)C2=C1[C@H]3O,c1ccc2c(c1)[C@]13CCC[C@]14c1ccccc1[C@@]15[C@H]6CC[C@@H]([C@@H]7[C@H]3[C@H]4[C@@H]71)[C@]265
1382,C[C@]1(C(=O)O)CCCNC1=O,C[C@H]1CC(=O)C=C2C[C@@H]3CC[C@@]21[C@H]1OC(C)(C)O[C@@H]31
1383,O=C(O)c1ccc(O)cc1,Fc1c(F)c(F)c(I)c(F)c1F
1384,Oc1ccccc1,C[C@]1(CI)CO[C@@]2(c3ccccc3)[C@@H]3CC[C@@H](C3)[C@H]2OO1
1385,C[C@H]1CC(O)=C(C(=O)OC(C)(C)C)[C@@H]2C(C)(C)C=CC(=O)[C@]12C#N,C1CN2CN3CCN(CN1C3)C2
1386,Cc1ccc(C#N)cc1,NC(=O)N1c2ccccc2C=Cc2ccccc21
1387,CCC1(CC)C(=O)NC(=O)NC1=O,O=C(O)CCC(=O)O
1388,CC(=O)/C=C/[C@H]1C(C)=CCCC1(C)C,C[C@@H]1O[C@H](O[C@@H]2C[C@H]3[C@@H](CC[C@@]4(C)[C@H]5[C@@H](C[C@H]34)O[C@@]3(CC[C@@H](C)CO3)[C@@H]5C)[C@]3(C)CCC(=O)C[C@@H]23)[C@@H](O)[C@H](O)[C@H]1O
1389,C[C@H]1Nc2ccccc2[C@@]12CCN(c1ccc(I)cc1)C2,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
1390,c1ccc(C2=NN(c3nc4ccccc4s3)[C@H](c3ccccc3)N(c3ccccc3)N2)cc1,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1
1391,c1cn(-c2ccc(-n3ccnc3)cc2)cn1,CC(C)(C)c1cc([C@@H](c2ccccc2)S(=O)(=O)c2ccccc2)cc(C(C)(C)C)c1O
1392,CCCOc1ccc(/N=N/c2ccncc2)cc1,CN1C=Nc2c(cnn2C)[C@]12SC(c1ccccc1)=NN2c1ccccc1
1393,c1cc(-c2ccncc2)ccn1,c1ccc2c([C@@H]3SCC[C@@H]4SCC[C@@H]43)cccc2c1
1394,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,CC(C)[C@H](c1ccccc1)N(O[C@@H](C)c1ccccc1)C(C)(C)C
1395,O=c1[nH]cc(F)c(=O)[nH]1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O[P@@](=O)(CC(=O)NN)c1ccccc1
1396,c1cc(/N=N/c2ccncc2)ccn1,CC1=Cc2ccccc2[C@@]2(c3ccccc3)OCC(C)(C)N12
1397,C[C@@H]1OC(=O)[C@@H]2[C@H]1C1=C(CCC1=O)O[C@]21CCCO1,COc1ccccc1/C=C/C(=O)N/N=c1\cc[nH]c2cc(Cl)ccc12
1398,C1CSCCS1,O=C(O)CCCC(=O)O
1399,Nc1ncccn1,c1cc(-c2ccncc2)ccn1
1400,N#Cc1ccncc1,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12
1401,C(=C/c1ccncc1)\c1ccncc1,CN1C=CC(=C2C=CN(C)C=C2)C=C1
1402,Cc1ccc(S(=O)(=O)N2CC=C3C[C@H]4C=C[C@]3(C2)O4)cc1,COc1cc(C=O)cc2c([C@@H](c3ccccc3)P3(=O)OCC(C)(C)CO3)coc12
1403,CSc1nn(C(=O)c2ccccc2)c2c1C(=O)O[C@H](C)C2,O=C(O)c1cc(Cl)ccc1O
1404,O=C1CCCCCN1,COc1ccccc1/C=C/C(=O)N/N=c1\cc[nH]c2cc(Cl)ccc12
1405,Cc1cc(C)[nH]n1,COc1ccc([P@]2(=S)O[P@@](=S)(c3ccc(OC)cc3)O[P@](=S)(c3ccc(OC)cc3)O2)cc1
1406,Nc1ncccn1,Cc1ccc(S(=O)(=O)N[C@H]2CC[C@@]3(C)O[C@@H]23)cc1
1407,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)O[C@@H]1[C@H]3O[C@@H]4O[C@H]([C@@H]3OC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@H]1O4)C(=O)C2,CC(C)(C)c1cc([C@@H](O)c2cn(-c3cc(C(C)(C)C)cc(C(C)(C)C)c3)nn2)cc(C(C)(C)C)c1
1408,O=C(O)CCC(=O)O,C1=C[C@]23O[C@H]1[C@@H]1[C@H]2[C@@]2(O[C@]14c1cccc5cccc(c15)[C@]15O[C@H](c6ccccc61)[C@@H]2[C@H]54)c1cccc2cccc3c12
1409,Clc1cccc(Cl)c1[C@@H]1SCc2nc3ccccc3n21,O=C1O[C@](CI)(c2ccccc2)c2ccccc21
1410,C(#Cc1ccccc1)c1ccccc1,C[C@@H]1C(=O)Oc2ccccc2C1=C1c2ccccc2CCc2ccccc21
1411,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C1Oc2ccc(Br)cc2[C@@]23CCC[C@@H]2C[C@@H]13
1412,C[C@H]1C(=O)C[C@H](c2ccccc2)N(C(=O)CCl)[C@@H]1c1ccccc1,c1ccc2c(c1)[C@@H]1C[C@H]2c2cc3c(cc21)[C@@H]1C[C@H]3c2cc3cc4c(cc3cc21)[C@@H]1C[C@H]4c2cc3c(cc21)[C@@H]1C[C@H]3c2ccccc21
1413,c1cc(-c2ccncc2)ccn1,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1
1414,O=C(O)CCC(=O)O,c1ccc(C[C@@H](/N=C(\c2ccccc2)c2cccs2)c2ccccc2)cc1
1415,c1cc(-c2ccncc2)ccn1,[C-3]C#N
1416,CC(=N\O)/C(C)=N/O,Oc1ccc2cc(Br)ccc2c1-c1c(O)ccc2cc(Br)ccc12
1417,COC(=O)[C@H]1C[C@@H](C)N2C(=O)c3ccccc3[C@]12O,C(=C/c1ccncc1)\c1ccncc1
1418,Br[C@H]1CC[C@H](Br)[C@@H](Br)CC[C@@H](Br)[C@@H](Br)CC[C@@H]1Br,O=C(O)CCCCCCC(=O)O
1419,OO[C@H]1CCCO1,c1ccc([C@H]2[C@@H]3c4ccccc4Oc4ccccc4N23)cc1
1420,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,Oc1ccc(O)cc1
1421,O=C1C(O)=C(Br)C(=O)C(O)=C1Br,OC(c1cccc(C(O)(C(F)(F)F)C(F)(F)F)c1)(C(F)(F)F)C(F)(F)F
1422,CC1(C)c2cc3[nH]c(nc(=O)c4cccc(c4)c(=O)nc4nc(cc5[nH]c(nc(=O)c6cccc(c6)c(=O)nc(n2)C1(C)C)C(C)(C)C5(C)C)C(C)(C)C4(C)C)C(C)(C)C3(C)C,Nc1ccc(S)cc1
1423,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,O=C1C=C(NCc2ccncc2)CCC1
1424,Cc1ccc(S(=O)(=O)N2Cc3c(-c4ccccc4)cc4ccccc4c3[C@@H](c3ccccc3OC(F)(F)F)C2=O)cc1,C#Cc1ccc(C#C)cc1
1425,CN1C(=O)CCS(=O)(=O)[C@@H]1c1ccc(Cl)cc1,O=C(O)[C@H]1C[C@@H]2[C@H]3[C@@H]4[C@H]5CC[C@H]5[C@@H]4[C@H]3[C@H]12
1426,CCC(CC)CO,O=C(O)c1ccc(O)cc1O
1427,Cc1ccc(S(=O)(=O)N2[C@@H](c3ccccc3)O[C@@]3(C)C=CC(=O)C[C@@H]23)cc1,[H]/N=C(\C)NCC
1428,CN(/N=C/c1ccccc1)C(=O)[C@H]1COC(=O)N1,C1COCCOCCOCCO1
1429,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,C[C@H]1CCCCN1
1430,CC(C)C1=C[C@@H]2[C@@H](CC[C@@]2(C)O)[C@](C)(O)CC1,c1ccc2cc3cc4ccccc4cc3cc2c1
1431,OCCCCO,Fc1c(F)c(/N=N\c2c(F)c(F)c(Br)c(F)c2F)c(F)c(F)c1Br
1432,O=C1CN2CCO[C@]2(c2ccccc2F)c2cc(Br)ccc2N1,c1ccc(/N=N/c2ccccc2)cc1
1433,Nc1ncccn1,CC(C)(C)c1cc2ccc3cc(C(C)(C)C)cc4ccc(c1)c2c34
1434,IC#CC(c1ccccc1)(c1ccccc1)c1ccccc1,C[C@]12Cc3cn[nH]c3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
1435,C1CN2CCN1CC2,O=C1NCCCC[C@H]1c1ccccc1
1436,Fc1c(F)c(I)c(F)c(F)c1I,C1#COC#CO1
1437,Oc1ccccc1,CC(=O)NS(=O)(=O)c1ccc(N)cc1
1438,Nc1ccc(C(=O)O)c(O)c1,CCOc1ccc(C(=O)O)cc1
1439,O=C(O)/C=C/c1ccc(O)cc1,Fc1c(F)c(I)c(F)c(F)c1I
1440,O=C(O)c1cc(O)ccc1O,O=P(c1ccccc1)(c1ccccc1)c1ccccc1
1441,C[C@@]1(C#N)c2ccccc2C[C@H]2C(=O)OC(=O)[C@H]21,C(=C/c1ccncc1)\c1ccncc1
1442,CN(C)c1ccc(N(C)C)cc1,CC1=C2CCCC[C@@H]2[C@H]2CC[C@H](O)[C@@]12O
1443,Cc1ccc(S(=O)(=O)C[C@H]2c3ccccc3-c3ccccc3[C@@H]2O)cc1,C[C@@]12C=C[C@@H](C(=O)N1)[C@@]1(C)C=C[C@@H]2C(=O)N1
1444,Br[C@H]1[C@@H]2[C@@H]3[C@H]4c5ccccc5[C@@H]([C@@H]3Br)[C@H]3[C@@H]2c2ccccc2[C@@H]1[C@@H]43,CN1CC[C@@]2(CCCCCCC2=O)[C@@]12C(=O)Nc1ccccc12
1445,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
1446,CO[C@H]1OC(=O)C(Br)=C1N1CCC(C)CC1,CCC/C=C1\OC(=O)[C@@H]2C[C@H]3CC[C@@]12[C@H]1C2=C(CC[C@H]13)[C@H](CCCC)OC2=O
1447,O=C(O)c1ccc(C(=O)O)cc1,O=C1CCC[C@H]2[C@@H]3CCCC(=O)[C@@H]3[C@@H]12
1448,c1cc(-c2nnc(-c3ccncc3)o2)ccn1,CC(C)(C)c1cc([C@@H](c2ccccc2)S(=O)(=O)c2ccccc2)cc(C(C)(C)C)c1O
1449,CC1(C)C[C@H]2[C@H](C1)C[C@@]1(C)CC[C@]2(C)[C@H]1O,C=C(C)C(=O)OCCCCCCOc1ccc(/C=C/c2ccncc2)cc1
1450,COC(=O)[C@@H]1[C@@H]([C@@H](COC(=O)c2ccc(Br)cc2)NS(=O)(=O)c2ccc(C)cc2)[C@]2(C(=O)N(CCS(=O)(=O)c3ccc(C)cc3)C(=O)N2Cc2ccc(OC)c(OC)c2)[C@H](Cl)[C@H]1CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CSC(=O)C1=C[C@@H](c2ccc(C)cc2)[C@](/C=C/c2ccc(C)cc2)(C(=O)SC)[C@H](C(C)=O)[C@H]1C(C)=O
1451,O=C(O)CCC(=O)O,O=S(=O)(c1ccccc1)[C@@H](Cl)C1(O)CCCCC1
1452,O=C(O)/C=C/C(=O)O,S1SSSSSSS1
1453,N#CCC(=O)N1N=C2CCCC[C@H]2[C@]1(O)C(F)(F)F,CC1=CCc2ccc3c4c(cn3C)C(C)(C)[C@H]3C[C@]1(O)[C@](C=O)(C3=O)c24
1454,C=CCC1(CC=C)O[C@]2(CO)CCC[C@@]1(C(=O)O)C2,C[C@@H](CN(C)C)N(Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O)Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O
1455,CC(C)(C)OC(=O)n1c2c(c3ccccc31)C[C@@]1(CO)N3C(=O)CCC[C@H]3C[C@@]1(O)C2(C)C,OC(c1ccccc1)(c1ccccc1)[C@@H]1OC2(CCCC2)O[C@H]1C(O)(c1ccccc1)c1ccccc1
1456,CCOC(=O)[C@@H]1CCN(C(=O)OC(C)(C)C)C[C@@H](c2ccccc2)C1=O,COC(=O)[C@@]1([C@H](O)c2ccccc2)CC(c2ccc(C)cc2)=NO1
1457,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,O=C1c2cccc3c2C(NC(=O)[C@H]2C[C@H]4C=C[C@@H]2C4)c2c(cccc21)OCCOCCOCCOCCO3
1458,CC(=O)c1cccnc1,[H]/N=C(\C)NCC
1459,Cc1ccc([C@@H](c2c(O)c3ccccc3oc2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)cc1,c1cc(CCCc2ccncc2)ccn1
1460,CCOC(=O)[C@H]1C[C@@H](c2ccccc2)c2c(n(C)c3ccccc23)[C@@]12C(=O)N(Cc1ccccc1)c1ccc(Cl)cc12,CC(C)(C)c1cc([C@@H](c2ccccc2)S(=O)(=O)c2ccccc2)cc(C(C)(C)C)c1O
1461,C=CC[Si](C)(C)c1ccccc1S(=O)(=O)[C@]1(C)CCC[C@@H](OC)[C@H]1CCc1cccc(OC)c1,c1ccc(P(c2ccccc2)c2ccccc2)cc1
1462,c1cc(-c2ccncc2)ccn1,CCc1cc(=C(C#N)C#N)c(CC)cc1=C(C#N)C#N
1463,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,CCOC(=O)/C=C1/C=C2/COC[C@H]2/C=C/[C@@H](C)CC1
1464,C/C(=C\C(=O)O)C(=O)O,C=C1C(=O)O[C@@]23O[C@@H](C4(CC/C=C/C)OCCO4)C[C@@H]4[C@@H](CCCCC/C=C/C)[C@@H](C(C(=O)OC)=C(C(=O)OC)[C@@H]42)[C@@]13O
1465,O=C1C=Cc2ccccc2/C1=C/Nc1ccccn1,Oc1c(F)c(F)c(I)c(F)c1F
1466,N#CC(C#N)=c1c(F)c(F)c(=C(C#N)C#N)c(F)c1F,O=C(O)Cc1ccc(Cl)cc1
1467,Cc1cc(C)c(C)cc1C,COC(=O)/C=C/C(=O)OC
1468,O=C(/C=C(\O)c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,O[C@@H]1[C@@H](c2ccc(Cl)nc2)[C@@H]2CC[C@H]1N2
1469,N#CC(C#N)=c1c(F)c(F)c(=C(C#N)C#N)c(F)c1F,Fc1c(F)c(I)c(F)c(F)c1I
1470,CC(C)(C)c1nc(C(F)(F)F)cc(O)c1O,O=C1O[C@H](O)C(Br)=C1Br
1471,CC1(C)Oc2c3c(nc4ccccc24)O[C@H]2[C@@H]3[C@@H]1CC[C@]2(C)O,Nc1cc(Cl)nc(N)n1
1472,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,O=C(O)Cc1ccccc1C(=O)O
1473,CC1(C)C(=O)NC(=O)C1(C)C,O=C(O)C[C@@H](O)C(=O)O
1474,O=C(NCc1ccccc1)[C@]1(F)CC1(F)F,O=C(O)CC(=O)O
1475,CC(C)NC(=O)[C@@H]1c2c[nH]c3cccc(c23)[C@H]2C=CC(=O)N1C2,Fc1c(F)c(F)c([C@H]2CC(c3ccccc3)=Nc3ccccc3N2)c(F)c1F
1476,O=C1CCC[C@H]2[C@@H]3CCCC(=O)[C@@H]3[C@@H]12,Cn1c([C@H]2CCCC[C@@H]2C(=O)O)nc2ccccc21
1477,CP(=O)(c1ccccc1)c1ccccc1,c1cc(-c2ccncc2)ccn1
1478,C1N2CN3CN1CN(C2)C3,CCOC(=O)[C@H]1CC(Br)=NN1c1ncccc1Cl
1479,CC[C@H](C)[C@@H]1NC(=O)c2csc(n2)[C@@H](C(C)C)NC(=O)[C@H]2N=C(O[C@@H]2C)[C@H](CC2CCCCC2)NC(=O)c2csc(n2)[C@@H](C(C)C)NC(=O)[C@H]2N=C1O[C@@H]2C,COc1ccc([C@H](CC(=O)NCc2ccc(OC)cc2OC)Cc2ccccc2)cc1
1480,O=C(O)CCCCCCC(=O)O,CCCCCCCCCCCCc1ccc2c(c1)sc1c3ccc(CCCCCCCCCCCC)cc3sc21
1481,O,Fc1ccc(I)c(F)c1F
1482,C1COCCOCCOCCO1,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
1483,O=C(C(=O)N1CCCCC1)c1ccccc1,Cc1ccc(-c2c(-c3ccc(-c4cccnc4)cc3)c(-c3ccc(C)cc3)c(-c3ccc(-c4cccnc4)cc3)c(-c3ccc(C)cc3)c2-c2ccc(-c3cccnc3)cc2)cc1
1484,O=C(O)/C=C\C(=O)O,O=C(O)c1ccccc1SSc1ccccc1C(=O)O
1485,O=C1CCC(=O)N1Br,C[C@H]1C[C@H](c2ccccc2)[C@]2(O)[C@@H]3CC[C@@](C)(O3)O[C@@H]2O1
1486,CC(C)=NNC(=O)c1ccncc1,CC(C)(C)Nc1nc(N)nc(NC(C)(C)C)n1
1487,N#CNC(=O)Nc1ccccc1,CC1=CCN2CCc3c([nH]c4ccccc34)[C@@]12C(=O)NCc1ccccc1
1488,[C-2]=c1c(C)c(C)c(=[C-2])c(C)c1C,O=c1cc(-c2ccc3ccccc3n2)[nH]c(-c2ccc3ccccc3n2)c1
1489,Fc1c(F)c(I)c(F)c(F)c1I,O=C(O)[C@H]1[C@H](C(=O)O)[C@H](C(=O)O)[C@H]1C(=O)O
1490,CC(C)[C@@H](O)[C@@H]1[C@@H](O)[C@@H](O)C[Si]1(c1ccccc1)c1ccccc1,COC(=O)C1=CN(c2ccc(OC)cc2)[C@@H](/C=C/c2ccccc2)C(C#N)(C#N)[C@@H]1c1ccc(C)cc1
1491,O=C1C/C=C\C[C@@]2(O)C[C@@]3(O)CC=CC[C@]3(C1)O2,O=C1CC(=O)NC(=S)N1
1492,Cc1cc(C#Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,C[C@H]1CCCCN1
1493,O=c1[nH]c(=O)c2c(I)c3c(=O)[nH]c(=O)c3c(I)c12,O=C1Nc2ccccc2[C@H]2CCC[C@H]12
1494,Oc1cccc2ccccc12,c12c3c4c5c1c1c6c7c2c2c8c3c3c9c4c4c%10c5c5c1c1c6c6c%11c7c2c2c7c8c3c3c8c9c4c4c9c%10c5c5c1c1c6c6c%11c2c2c7c3c3c8c4c4c9c5c1c1c6c2c3c41
1495,COC(=O)C1(C(=O)OC)C=CC2=C[C@@H](C)[C@@H](c3ccccc3)C=C(O[Si](C(C)C)(C(C)C)C(C)C)[C@H]21,CCCCC[C@]1(OO)C[C@@](C)(NC(C)=O)CO1
1496,CN1C(=O)N(C)[C@@H]2[C@H]1N(C)/C(=N/c1cc(/N=C3\N(C)[C@@H]4[C@@H](N(C)C(=O)N4C)N3C)c(/N=C3\N(C)[C@@H]4[C@@H](N(C)C(=O)N4C)N3C)cc1/N=C1/N(C)[C@@H]3[C@@H](N(C)C(=O)N3C)N1C)N2C,NC(N)=O
1497,COC(=O)C1(C(=O)OC)CC2=C[C@@]3(C(C)C)CC[C@](C)(O3)[C@H]2C1,CN[C@]1(c2ccccc2Cl)CCCCC1=O
1498,CCOC(=O)[C@]1(Cc2ccccc2)OC(=O)C(O)=C1c1ccccc1,Oc1ccc(O)cc1
1499,CC1=C(O)C(=O)[C@]23C(=O)[C@H]1C(C)(C)[C@H]2CC[C@H]3C,Cc1ccc2ccc3cccnc3c2n1
1500,CCCCc1cc2c(s1)c1c3sc(CCCC)cc3c3c4ccccc4c4c5cc(CCCC)sc5c5c6sc(CCCC)cc6c6c7ccccc7c2c2c6c5c4c3c12,CC1(C)C(=O)NC(=O)C1(C)C
1501,CSc1cc2c(cc1SC)Sc1cc(SC)c(SC)cc1S2,CN(/N=C/c1ccccc1)C(=O)[C@H]1COC(=O)N1
1502,COc1cc(OC)c2c(c1)O[C@]1(C=N2)N(C)c2ccccc2C1(C)C,c1ccc(-c2ccncc2)cc1
1503,c1ccc([C@]23OC[C@H](CO[C@]24CCCCO4)O3)cc1,COC(=O)[C@H]1[C@H]2c3c(OC)c4c(c(OC)c3[C@H](c3c(OC)c5c(c(OC)c32)[C@H]2C=C[C@@H]5CC2)[C@@H]1C(=O)OC)[C@H]1C=C[C@@H]4CC1
1504,C[C@]12Cc3cn[nH]c3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,c1cc(/N=N/c2ccncc2)ccn1
1505,Oc1cccc(O)c1O,c1ccc(-c2ccccc2)cc1
1506,Clc1cccc2cc3c(Cl)cccc3cc12,CN(C)C(=N)N(C)C
1507,Nc1cccc2cccc(N)c12,c1cc(-c2ccncc2)ccn1
1508,CN1C(=O)[C@@H](c2ccccc2O)c2cc(Cl)ccc21,Fc1c(F)c(F)c(-c2c(F)c(F)c(-c3c(F)c(F)c(F)c(F)c3I)c(F)c2F)c(I)c1F
1509,Cc1c2nc(c(C)c3ccc([nH]3)c(C)c3nc(c(C)c4ccc1[nH]4)C=C3)C=C2,COc1cc2c(cc1O)[C@@H](Cc1ccc(O)cc1)NCC2
1510,Nc1nc(N)nc(N)n1,Fc1c(F)c(F)c(I)c(I)c1F
1511,c1ccc2c(c1)c1ccccc1n2CCCn1c2ccccc2c2ccccc21,c1ccc(-c2ccncc2)nc1
1512,N#CC1=C(C#N)C(=O)C(Cl)=C(Cl)C1=O,Fc1c(F)c(I)c(F)c(F)c1I
1513,COC(=O)C[C@]1(C(=O)OC)N2CCc3cccc(c32)C2=C(C(=O)OC)[C@@]1(C(=O)OC)C(=O)CCCCC2,O=C(O)C[C@H](C(=O)O)c1ccccc1
1514,CC1(C)CC(=O)C2=C(C1)O/C(=N\Sc1ccccc1)[C@@](Cl)(C#N)[C@H]2c1ccc(Cl)cc1,c1ccc2c(c1)c1ccccc1n2CCCn1c2ccccc2c2ccccc21
1515,O=C1C[C@H](CC(=O)c2ccccc2)[C@@H](c2ccccc2)O1,CCC[P@@](C)(=O)c1ccccc1
1516,O=C1CCC(=O)N1Br,O=C(O)c1c(F)c(F)c(C(=O)O)c(F)c1F
1517,Cc1c(O)cccc1O,CSC1=C(SC)SC(=c2sc3sc4sc(=C5SC=CS5)sc=4sc=3s2)S1
1518,N#Cc1ccncc1,c1cc(-c2ccncc2)ccn1
1519,Cc1cc(Cc2cc(C)c(N)c(C)c2)cc(C)c1N,CCOC(=O)c1nonc1N
1520,CC(C)(C)c1cc(/C=C/C(=O)NCc2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,COc1cccc2c1OC(=O)[C@@H]1[C@@H](c3ccccc3)Oc3c(c(=O)n(C)c(=O)n3C)[C@H]21
1521,CC1(C)OC[C@H](C(=O)NO)N1S(=O)(=O)c1ccc(-c2ccccc2)cc1,CC(=O)O[C@H]1CCCO[C@H]1CC(=O)c1ccc2ccccc2c1
1522,C[C@@H]1C(=O)[C@H](C)[C@@H]2C=C[C@@]1(NC(=O)OC(C)(C)C)O2,Fc1c(F)c(F)c(I)c(F)c1F
1523,Cc1cc(O)c2c(c1)O[C@]1(C)CCC[C@@H](O)[C@@]1(O)C2=O,Nc1ncnc2[nH]cnc12
1524,O=C1C[C@H](OC(=O)c2ccccc2)N1,Nc1nc(-c2csc(N)n2)cs1
1525,CCOc1c(F)c(F)c([C@@H](CC(=O)c2ccccc2)c2cnc(N)nc2-c2ccccc2)c(F)c1F,O=C(O)CCC(=O)O
1526,Oc1cc(-c2ccccc2)c(O)cc1-c1ccccc1,O=C1C=CC(=O)N1
1527,O=C(O)c1cc(O)ccc1O,Fc1c(F)c(I)c(F)c(F)c1I
